Date,Sender ID,Message
2026-01-20 00:04:59,-1002483474049,🚀 g has reached 6x from our call! 💥  Initial MC: 18.79K ➔ Now: 113.41K
2026-01-20 00:03:06,-1002483474049,🚀 g has reached 5x from our call! 💥  Initial MC: 18.79K ➔ Now: 94.61K
2026-01-20 00:02:34,-1002483474049,🚀 g has reached 4x from our call! 💥  Initial MC: 18.79K ➔ Now: 90.02K
2026-01-20 00:02:13,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$IPO**  🔔 Whale signal #2 for **$IPO** ⏱️ First signal was **0s ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  **🐳 Wallet: 99 SOL** 💸 2.48 SOL → 0.27% ‎$IPO **💰 MC: 122.34K**
2026-01-20 00:02:13,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$RAVENWOOD**  🔔 Whale signal #5 for **$RAVENWOOD** ⏱️ First signal was **15m ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  **🐳 Wallet: 128 SOL** 💸 2.47 SOL → 0.32% ‎$RAVENWOOD **💰 MC: 104.62K**
2026-01-20 00:02:13,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$RAVENWOOD**  🔔 Whale signal #4 for **$RAVENWOOD** ⏱️ First signal was **15m ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  **🐳 Wallet: 164 SOL** 💸 2.48 SOL → 0.33% ‎$RAVENWOOD **💰 MC: 99.93K**
2026-01-20 00:01:46,-1002483474049,💎 **Exclusive Solana Gem Alert!** 💎  🚀 **Token Name**: g 💲 **Ticker**: g 📊 **Market Cap**: 18.79K ([VIP Call](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)) ➔ 56.61K (2x ACHIEVED!)  🔗 **Contract Address**: 8CKUs3cXFVMaZQTeyqW6v1Lno1iS755tiWzJfbBgpump  📉 [Mevx Chart](https://alpha.mevx.io/solana/8CKUs3cXFVMaZQTeyqW6v1Lno1iS755tiWzJfbBgpump?ref=solhousesignal) | [Padre Chart](https://trade.padre.gg/trade/solana/8CKUs3cXFVMaZQTeyqW6v1Lno1iS755tiWzJfbBgpump?rk=solhousesignal)
2026-01-20 00:01:25,-1002483474049,🚀 RAVENWOOD has reached 5x from our call! 💥  Initial MC: 31.25K ➔ Now: 162.44K
2026-01-20 00:00:11,-1002483474049,🚀 Clippy has reached 6x from our call! 💥  Initial MC: 269.72K ➔ Now: 1.62M
2026-01-19 23:59:48,-1002483474049,💎 **Exclusive Solana Gem Alert!** 💎  🚀 **Token Name**: Initial Pump Offering 💲 **Ticker**: IPO 📊 **Market Cap**: 68.56K ([VIP Call](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)) ➔ 145.98K (2x ACHIEVED!)  🔗 **Contract Address**: 6FfVojCNGxvSEXzGGT3ihFTAtSfSAV94waqR4RUFpump  📉 [Mevx Chart](https://alpha.mevx.io/solana/6FfVojCNGxvSEXzGGT3ihFTAtSfSAV94waqR4RUFpump?ref=solhousesignal) | [Padre Chart](https://trade.padre.gg/trade/solana/6FfVojCNGxvSEXzGGT3ihFTAtSfSAV94waqR4RUFpump?rk=solhousesignal)
2026-01-19 23:49:50,-1002483474049,🚀 RAVENWOOD has reached 4x from our call! 💥  Initial MC: 31.25K ➔ Now: 126.07K
2026-01-19 23:47:11,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$RAVENWOOD**  🔔 Whale signal #3 for **$RAVENWOOD** ⏱️ First signal was **0s ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  💸 3.73 SOL → 0.51% ‎$RAVENWOOD **💰 MC: 99.32K**
2026-01-19 23:47:11,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$RAVENWOOD**  🔔 Whale signal #2 for **$RAVENWOOD** ⏱️ First signal was **0s ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  💸 3.72 SOL → 0.54% ‎$RAVENWOOD **💰 MC: 92.93K**
2026-01-19 23:45:27,-1002483474049,🚀 RAVENWOOD has reached 3x from our call! 💥  Initial MC: 31.25K ➔ Now: 106.59K
2026-01-19 23:40:11,-1002483474049,💎 **Exclusive Solana Gem Alert!** 💎  🚀 **Token Name**: The Witch of Ravenwood 💲 **Ticker**: RAVENWOOD 📊 **Market Cap**: 31.25K ([VIP Call](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)) ➔ 64.34K (2x ACHIEVED!)  🔗 **Contract Address**: 7DUTy7MuHdFT7A8jZULdfx5uxeaFoyn9o3RwrqK5BAGS  📉 [Mevx Chart](https://alpha.mevx.io/solana/7DUTy7MuHdFT7A8jZULdfx5uxeaFoyn9o3RwrqK5BAGS?ref=solhousesignal) | [Padre Chart](https://trade.padre.gg/trade/solana/7DUTy7MuHdFT7A8jZULdfx5uxeaFoyn9o3RwrqK5BAGS?rk=solhousesignal)
2026-01-19 23:34:24,-1002483474049,🚀 SR has reached 10x from our call! 💥  Initial MC: 55.14K ➔ Now: 554.15K
2026-01-19 23:32:25,-1002483474049,🚀 ZReaLSP500 has reached 13x from our call! 💥  Initial MC: 321.50K ➔ Now: 4.28M
2026-01-19 23:31:59,-1002483474049,🚀 ZReaLSP500 has reached 12x from our call! 💥  Initial MC: 321.50K ➔ Now: 4.12M
2026-01-19 23:29:00,-1002483474049,🚀 SR has reached 9x from our call! 💥  Initial MC: 55.14K ➔ Now: 499.75K
2026-01-19 23:26:31,-1002483474049,🚀 UNKNOWN has reached 3x from our call! 💥  Initial MC: 56.92K ➔ Now: 177.96K
2026-01-19 23:26:30,-1002483474049,🚀 SR has reached 8x from our call! 💥  Initial MC: 55.14K ➔ Now: 447.00K
2026-01-19 23:25:12,-1002483474049,🚀 Novelty has reached 4x from our call! 💥  Initial MC: 96.95K ➔ Now: 415.72K
2026-01-19 23:24:09,-1002483474049,💎 **Exclusive Solana Gem Alert!** 💎  🚀 **Token Name**: Unknown 💲 **Ticker**: UNKNOWN 📊 **Market Cap**: 56.92K ([VIP Call](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)) ➔ 134.21K (2x ACHIEVED!)  🔗 **Contract Address**: HKA5wNKAZcik2dooMB3Ntg5TCbfXybk3ue6JdRQjpump  📉 [Mevx Chart](https://alpha.mevx.io/solana/HKA5wNKAZcik2dooMB3Ntg5TCbfXybk3ue6JdRQjpump?ref=solhousesignal) | [Padre Chart](https://trade.padre.gg/trade/solana/HKA5wNKAZcik2dooMB3Ntg5TCbfXybk3ue6JdRQjpump?rk=solhousesignal)
2026-01-19 23:21:02,-1002483474049,🚀 HYPER has reached 6x from our call! 💥  Initial MC: 325.79K ➔ Now: 2.10M
2026-01-19 23:20:00,-1002483474049,🚀 TCG has reached 12x from our call! 💥  Initial MC: 141.37K ➔ Now: 1.72M
2026-01-19 23:17:13,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$NPM**  🔔 Whale signal #3 for **$NPM** ⏱️ First signal was **0s ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  💸 3.04 SOL → 0.33% ‎$NPM **💰 MC: 121.73K**
2026-01-19 23:17:13,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$NPM**  🔔 Whale signal #4 for **$NPM** ⏱️ First signal was **0s ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  **🐳 Wallet: 115 SOL** 💸 9.9 SOL → 0.77% ‎$NPM **💰 MC: 178.81K**
2026-01-19 23:17:13,-1002483474049,🐋 **SolHouse Whale Alert** 🐋  🐳 A Whale Just Made a Move on **$NPM**  🔔 Whale signal #2 for **$NPM** ⏱️ First signal was **0s ago** → [Join VIP](https://t.me/onlysubsbot?start=agAdFMcHHuRDPQCnmfPSN)  💸 5.57 SOL → 0.53% ‎$NPM **💰 MC: 141.76K**
2026-01-19 23:17:05,-1002483474049,🚀 SR has reached 7x from our call! 💥  Initial MC: 55.14K ➔ Now: 389.15K
2026-01-19 23:16:40,-1002483474049,🚀 Clippy has reached 5x from our call! 💥  Initial MC: 269.72K ➔ Now: 1.35M
2026-01-19 23:12:49,-1002483474049,🚀 SR has reached 6x from our call! 💥  Initial MC: 55.14K ➔ Now: 337.39K
2026-01-19 23:12:29,-1002483474049,🚀 UNKNOWN has reached 15x from our call! 💥  Initial MC: 85.64K ➔ Now: 1.33M
2026-01-19 23:12:28,-1002483474049,🚀 NPM has reached 7x from our call! 💥  Initial MC: 60.42K ➔ Now: 428.62K
2026-01-19 23:11:37,-1002483474049,🚀 GRIP has reached 4x from our call! 💥  Initial MC: 36.47K ➔ Now: 147.83K
2026-01-19 23:10:47,-1002483474049,🚀 SR has reached 5x from our call! 💥  Initial MC: 55.14K ➔ Now: 289.58K
2026-01-19 23:10:00,-1002483474049,🚀 NPM has reached 5x from our call! 💥  Initial MC: 60.42K ➔ Now: 330.47K
2026-01-19 23:09:05,-1002483474049,🚀 NPM has reached 4x from our call! 💥  Initial MC: 60.42K ➔ Now: 253.00K
2026-01-19 23:08:35,-1002483474049,🚀 NPM has reached 3x from our call! 💥  Initial MC: 60.42K ➔ Now: 183.92K
2026-01-19 23:06:13,-1002483474049,🚀 HYPER has reached 5x from our call! 💥  Initial MC: 325.79K ➔ Now: 1.64M
